Id,target
98,-172.62947305094852
99,-51.317054577698514
100,128.2826433235594
101,-83.87466742285906
102,-3.9688294744688726
103,-1.3714423394007804
104,0.21308542805024633
105,81.06869834326982
106,44.769668768707405
107,92.54729833430302
108,-30.525472355166382
109,-84.24217509771194
110,38.63283665062198
111,18.26884751419231
112,117.64397403947974
113,7.912431337258049
114,73.80861031159193
115,32.866817314083406
116,-142.75778072358744
117,7.1002616496038
118,21.082787074826147
119,-22.799874903259575
120,-21.368971929030398
121,-256.22159497801306
122,268.0541940345894
123,155.32487324377908
124,14.481071245191426
125,83.65469453718374
126,-12.148912453054074
127,-153.50842474456806
128,112.61425446199875
129,-32.10116939641365
130,-216.47381805602285
131,121.46928593746578
132,-29.810586542458058
133,-87.07024508656922
134,171.0974747738987
135,39.48704393753442
136,-19.31380160163022
137,62.00022219958467
138,46.35525934614543
139,-175.32748475407513
140,130.5673215869369
141,-72.8340130470301
142,212.33888758663025
143,135.58784504673116
144,0.30662844665714317
145,-154.10761334577583
146,-14.857927408754303
147,134.06033547333186
148,36.16366657194819
149,57.82750099761327
150,-4.371563133131584
151,-43.01745388569719
152,17.83472271971745
153,-69.65162863829049
154,28.735074325480507
155,142.37768089003157
156,347.57150481530806
157,217.45071880200672
158,27.957819932290423
159,-37.58877443913944
160,-171.5372895322268
161,13.010137021126402
162,299.1503240363058
163,75.86495305514168
164,-22.19470527471023
165,155.9520400470671
166,-155.83925490333968
167,141.609081491398
168,171.51561849212115
169,-47.02166895550563
170,65.93117849586524
171,97.41790166664066
172,95.25803720926143
173,32.20617847647321
174,174.78816490651056
175,-151.42903366161192
176,-94.74989063194566
177,-170.29167571634693
178,-18.118872946339252
179,-107.53542072216815
180,-13.902067301142242
181,-58.94164456255814
182,-75.13049433846574
183,67.5825539036234
184,-69.07850293236883
185,89.02893859070542
186,-57.058122437870864
187,-110.02572982973994
188,-77.9084534805484
189,185.9765606223514
190,-41.408324866221975
191,220.23622543119197
192,-56.700761815642664
193,-83.7993902399582
194,47.527522595839
195,0.8267920453300999
196,71.63300260187492
197,-60.83015475482031
198,210.01947305640704
199,-138.88576025015695
200,-97.00368602602703
201,-115.4694122994003
202,24.918718776539425
203,54.28995596834986
204,150.6938051196479
205,47.2022171604424
206,92.20016753977185
207,173.69585701355533
208,-270.9979585649761
209,-174.14532617281873
210,-105.61746958545616
211,-82.41317262647097
212,29.22781475136875
213,-50.50389857589093
214,78.34177204878888
215,-20.259149521604506
216,-52.24262302567858
217,-28.666369781749598
218,65.81506495364115
219,91.8318436182629
220,-82.64280953512802
221,-148.87116053053686
222,48.74755494551977
223,238.85565675537723
224,-48.926541923175236
225,15.887132990754631
226,-61.83292108522643
227,13.378078668803113
228,9.86262058575217
229,40.04410106249975
230,116.28257422376221
231,18.839726814925903
232,-107.58884946276721
233,47.160666485968804
234,100.00441800228019
235,-88.8837821623155
236,-175.16474815896262
237,169.93208263233592
238,109.53753081347975
239,62.40004883712834
240,-8.545911462001227
241,-24.863489396370625
242,-47.9635459177733
243,-171.44564319393885
244,-64.97434343513561
245,-27.660753802822352
246,-171.63684892110118
247,-28.270024583230967
248,34.40077693763294
249,-121.89089698173396
250,17.61836418755778
251,-0.621589430557485
252,-254.5836655536541
253,-253.94876169813864
254,-166.13156201303957
255,46.941588516215916
256,132.0007038622957
257,71.06322076506441
258,120.0180795309661
259,94.18222187519197
260,22.24047566144549
261,-306.4941410739921
262,187.55870855087798
263,-130.09270195151896
264,-43.782523412655436
265,-84.94655846671841
266,-87.61732670371016
267,137.37623959031902
268,162.98017960212175
269,-40.35918378214198
270,-142.4769096489473
271,113.64005337805897
272,-19.928317559887084
273,88.25299162581241
274,106.11667270776786
275,25.435857294675305
276,-50.80759845661275
277,-26.91988677950011
278,30.13178267314747
279,73.94202937325939
280,28.307861370203103
281,-128.3996127436369
282,-15.274325955790442
283,-10.860961508279555
284,-126.94058694825856
285,162.62660776390754
286,-10.015496689246211
287,-133.41433373936658
288,206.8575758639815
289,48.922681247218634
290,93.1883609392202
291,31.58445827478505
292,207.57251946329708
293,-38.899275069116555
294,-30.86124787041609
295,-40.17145515438993
296,52.527724395134115
297,-62.21212416355975
298,94.04208247740729
299,-84.46845574348046
300,-95.97662388272708
301,-24.102289050553257
302,-90.19792401641007
303,-23.142047048242873
304,59.86945266388672
305,-32.52192279061967
306,-73.90273471642146
307,-179.93194416844378
308,-163.76959513971525
309,41.348355282007404
310,80.7736765061902
311,302.2208534737563
312,129.02705681914847
313,131.21109578679142
314,52.56750869149381
315,-21.199634842846663
316,183.6556525343452
317,-58.93290736449495
318,129.79516619807922
319,153.00409215993733
320,-33.257949519587285
321,-202.56451130408766
322,-99.17302188283914
323,4.410988816404997
324,-44.86143295075277
325,-37.86523143648404
326,158.2279497197444
327,134.19537743209838
328,25.039825752561505
329,-88.56285894459396
330,187.6295719776113
331,-65.41593782177677
332,66.02670805742869
333,80.70233503548927
334,99.01032542261083
335,-105.47091519872089
336,114.63025534036633
337,-34.90756643337518
338,88.86069891701288
339,-83.34579848124547
340,-202.67319752093275
341,158.5591173413785
342,-93.29326781296199
343,66.23662519780741
344,125.82163954316438
345,30.697574405380283
346,-175.56662579071
347,-33.704527862326316
348,-48.18368721097485
349,-117.28272443576724
350,12.209160172004136
351,-88.12718446351992
352,-38.918624346079255
353,-163.81851741264424
354,-218.89018816908936
355,5.5602625023685786
356,-206.03191733794083
357,185.99726490092885
358,-9.25510418055615
359,18.31519533257816
360,32.64997952834213
361,241.89601237538176
362,-27.202144853924832
363,134.60051493373578
364,57.58767580423881
365,10.664398967900764
366,-86.35859969321439
367,-9.309314044910321
368,223.57908791196067
369,-14.742908530192189
370,-137.8208430856237
371,-50.69156025520549
372,-93.68050616195164
373,8.956208062801071
374,-14.760844510117415
375,-63.0646363389465
376,-16.446051043156732
377,-173.09771043404825
378,-122.8076300061917
379,45.36441389871703
380,-37.21576403479871
381,-157.43660068778914
382,87.8399336433525
383,-0.2538022224460743
384,133.59804392673465
385,-47.23609343384878
386,2.8098709827467703
387,174.6744513922078
388,171.6251200423214
389,46.80997557763553
390,-26.835075858041655
391,59.79549722986795
392,111.86753450439329
393,-36.60104295319718
394,-69.20927462818362
395,-81.89940738470895
396,-186.30722808463022
397,125.66143917343553
398,65.49410524036668
399,57.444243115826865
